name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
Danny,1985,8,12,0,18.5,-80.7,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
Danny,1985,8,12,6,19.2,-81.4,25,1010,0,0,0,0,0,0,1,0,0,-44.99999999999985,106.98406931344786,17.830678218907977,18.5,-80.7,0
Danny,1985,8,12,12,19.9,-82.1,25,1010,0,0,0,0,0,0,1,0,0,-45.00000000000044,106.77391432177276,17.79565238696213,19.2,-81.4,0
Danny,1985,8,12,18,20.5,-82.9,25,1011,0,0,0,0,0,0,1,0,0,-36.8698976458437,106.78448499289,17.797414165481666,19.9,-82.1,0
Danny,1985,8,13,0,21.1,-83.7,25,1011,0,0,0,0,0,0,1,0,0,-36.86989764584419,106.53320357961223,17.755533929935375,20.5,-82.9,0
Danny,1985,8,13,6,21.7,-84.6,25,1011,0,0,0,0,0,0,1,0,0,-33.69006752597994,114.55220816879496,19.092034694799157,21.1,-83.7,0
Danny,1985,8,13,12,22.3,-85.6,30,1011,0,0,0,0,0,0,1,0,0,-30.96375653207358,122.7881054076327,20.46468423460545,21.7,-84.6,0
Danny,1985,8,13,18,23.0,-86.7,30,1011,0,0,0,0,0,0,1,0,0,-32.471192290848265,137.08388925640045,22.847314876066743,22.3,-85.6,0
Danny,1985,8,14,0,23.7,-87.8,35,1010,0,0,0,0,0,0,0,1,0,-32.4711922908486,136.6085259110967,22.768087651849456,23.0,-86.7,0
Danny,1985,8,14,6,24.4,-88.8,45,1007,0,0,0,0,0,0,0,1,0,-34.992020198558635,127.89161550095812,21.315269250159687,23.7,-87.8,0
Danny,1985,8,14,12,25.1,-89.8,50,1004,0,0,0,0,0,0,0,1,0,-34.99202019855878,127.45181226763776,21.241968711272957,24.4,-88.8,0
Danny,1985,8,14,18,25.9,-90.7,60,1001,0,0,0,0,0,0,0,1,0,-41.63353933656992,126.65449219256088,21.10908203209348,25.1,-89.8,0
