name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
Tanya,1995,10,27,0,24.6,-59.2,30,1004,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
Tanya,1995,10,27,6,25.3,-58.6,30,1002,0,0,0,0,0,0,1,0,0,49.39870535499544,98.40806625611896,16.40134437601983,24.6,-59.2,0
Tanya,1995,10,27,12,26.2,-57.9,35,1001,0,0,0,0,0,0,0,1,0,52.12501634890164,121.95622183381217,20.326036972302024,25.3,-58.6,0
Tanya,1995,10,27,18,27.1,-57.1,40,998,0,0,0,0,0,0,0,1,0,48.36646066342997,127.62180397739958,21.27030066289993,26.2,-57.9,0
Tanya,1995,10,28,0,27.2,-56.6,45,997,0,0,0,0,0,0,0,1,0,11.30993247401998,50.784940803605274,8.464156800600879,27.1,-57.1,0
Tanya,1995,10,28,6,27.3,-56.2,45,996,0,0,0,0,0,0,0,1,0,14.03624346792672,41.134324356358114,6.855720726059686,27.2,-56.6,0
Tanya,1995,10,28,12,27.2,-55.7,50,995,0,0,0,0,0,0,0,1,0,-11.30993247402037,50.74184091310943,8.456973485518239,27.3,-56.2,0
Tanya,1995,10,28,18,27.5,-54.7,55,992,0,0,0,0,0,0,0,1,0,16.69924423399366,104.38030318289934,17.39671719714989,27.2,-55.7,0
Tanya,1995,10,29,0,28.4,-54.2,60,990,0,0,0,0,0,0,0,1,0,60.945395900922826,111.2129865628976,18.535497760482937,27.5,-54.7,0
Tanya,1995,10,29,6,29.6,-54.2,60,987,0,0,0,0,0,0,0,1,0,90.0,133.0029437469993,22.16715729116655,28.4,-54.2,0
Tanya,1995,10,29,12,30.5,-54.9,65,983,0,0,1,0,0,0,0,0,0,-52.12501634890193,120.45984626538878,20.07664104423146,29.6,-54.2,0
Tanya,1995,10,29,18,31.2,-55.3,70,982,0,0,1,0,0,0,0,0,0,-60.25511870305783,86.52579342778701,14.420965571297836,30.5,-54.9,0
Tanya,1995,10,30,0,31.8,-54.8,70,980,0,0,1,0,0,0,0,0,0,50.194428907734874,81.74433192206105,13.624055320343508,31.2,-55.3,0
Tanya,1995,10,30,6,32.6,-54.2,70,980,0,0,1,0,0,0,0,0,0,53.13010235415627,105.21495658721469,17.535826097869116,31.8,-54.8,0
Tanya,1995,10,30,12,33.1,-53.4,70,979,0,0,1,0,0,0,0,0,0,32.00538320808336,93.1827816949942,15.530463615832366,32.6,-54.2,0
Tanya,1995,10,30,18,33.8,-51.8,75,977,0,0,1,0,0,0,0,0,0,23.62937773065667,167.79953112150392,27.966588520250653,33.1,-53.4,0
Tanya,1995,10,31,0,34.6,-50.1,75,975,0,0,1,0,0,0,0,0,0,25.20112364547525,180.06563062600438,30.010938437667395,33.8,-51.8,0
Tanya,1995,10,31,6,35.4,-48.3,75,972,0,0,1,0,0,0,0,0,0,23.962488974578054,186.75069340401288,31.12511556733548,34.6,-50.1,0
Tanya,1995,10,31,12,36.2,-45.8,75,973,0,0,1,0,0,0,0,0,0,17.744671625057023,242.77519192363988,40.46253198727331,35.4,-48.3,0
Tanya,1995,10,31,18,37.1,-43.2,75,973,0,0,1,0,0,0,0,0,0,19.093492000485625,253.0190639752602,42.1698439958767,36.2,-45.8,0
Tanya,1995,11,1,0,37.8,-40.4,70,974,0,0,1,0,0,0,0,0,0,14.036243467926376,259.63879795935264,43.27313299322544,37.1,-43.2,0
Tanya,1995,11,1,6,37.7,-37.9,65,974,0,0,1,0,0,0,0,0,0,-2.2906100426383995,220.59725585187476,36.76620930864579,37.8,-40.4,0
Tanya,1995,11,1,12,37.4,-35.4,60,974,0,0,0,0,0,0,0,1,0,-6.842773412631036,223.40411219116268,37.23401869852712,37.7,-37.9,0
Tanya,1995,11,1,18,37.7,-31.8,55,972,0,0,0,0,0,0,0,1,0,4.7636416907262475,319.83663852499535,53.30610642083256,37.4,-35.4,0
Tanya,1995,11,2,0,39.2,-28.2,55,970,0,1,0,0,0,0,0,0,0,22.61986494804042,355.6009362538164,59.26682270896941,37.7,-31.8,0
Tanya,1995,11,2,6,41.8,-25.7,55,971,0,1,0,0,0,0,0,0,0,46.123302714075365,358.1042551160757,59.68404251934595,39.2,-28.2,0
Tanya,1995,11,2,12,44.5,-24.0,50,974,0,1,0,0,0,0,0,0,0,57.80426606528679,330.2776880860393,55.046281347673215,41.8,-25.7,0
Tanya,1995,11,2,18,47.5,-23.0,45,976,0,1,0,0,0,0,0,0,0,71.56505117707799,342.3247272481916,57.05412120803194,44.5,-24.0,0
Tanya,1995,11,3,0,50.5,-24.0,40,977,0,1,0,0,0,0,0,0,0,-71.56505117707799,341.54989131120806,56.92498188520134,47.5,-23.0,0
Dean,1983,9,26,18,28.0,-73.0,35,1010,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Dean,1983,9,27,0,28.5,-72.9,35,1009,0,0,0,0,0,1,0,0,0,78.69006752598041,56.274003302133586,9.379000550355595,28.0,-73.0,0
Dean,1983,9,27,6,29.0,-72.8,40,1006,0,0,0,0,0,1,0,0,0,78.69006752597885,56.26999058588327,9.37833176431388,28.5,-72.9,0
Dean,1983,9,27,12,29.5,-72.6,40,1003,0,0,0,0,0,1,0,0,0,68.1985905136479,58.730804074942895,9.788467345823817,29.0,-72.8,0
Dean,1983,9,27,18,30.3,-72.1,40,1000,0,0,0,0,0,0,0,1,0,57.99461679191653,100.97640788592652,16.829401314321085,29.5,-72.6,0
Dean,1983,9,28,0,31.2,-71.7,45,999,0,0,0,0,0,0,0,1,0,66.03751102542225,106.87696670457164,17.812827784095273,30.3,-72.1,0
Dean,1983,9,28,6,32.2,-71.1,45,999,0,0,0,0,0,0,0,1,0,59.03624346792622,124.61879141725532,20.769798569542555,31.2,-71.7,0
Dean,1983,9,28,12,33.1,-70.7,50,1000,0,0,0,0,0,0,0,1,0,66.03751102542225,106.63029987933174,17.77171664655529,32.2,-71.1,0
Dean,1983,9,28,18,34.0,-70.7,50,1001,0,0,0,0,0,0,0,1,0,90.0,99.82286428072506,16.63714404678751,33.1,-70.7,0
Dean,1983,9,29,0,34.5,-70.8,55,1003,0,0,0,0,0,0,0,1,0,-78.69006752598041,56.223146501114435,9.370524416852406,34.0,-70.7,0
Dean,1983,9,29,6,34.8,-71.0,55,1005,0,0,0,0,0,0,0,1,0,-56.30993247401959,37.996668752247125,6.332778125374521,34.5,-70.8,0
Dean,1983,9,29,12,35.1,-71.5,55,1006,0,0,0,0,0,0,0,1,0,-30.96375653207388,56.511812196381584,9.418635366063596,34.8,-71.0,0
Dean,1983,9,29,18,35.8,-73.0,55,1007,0,0,0,0,0,0,0,1,0,-25.016893478099888,156.76522958036074,26.127538263393458,35.1,-71.5,0
Dean,1983,9,30,0,36.4,-74.0,55,1008,0,0,0,0,0,0,0,1,0,-30.96375653207358,111.98714404473762,18.66452400745627,35.8,-73.0,0
Dean,1983,9,30,6,37.0,-74.9,55,1009,0,0,0,0,0,0,0,1,0,-33.690067525979686,104.40862457821054,17.401437429701755,36.4,-74.0,0
Dean,1983,9,30,12,37.5,-75.8,40,1010,0,0,0,0,0,0,0,1,0,-29.054604099077373,97.2354282127601,16.205904702126684,37.0,-74.9,1
Dean,1983,9,30,18,37.9,-76.9,30,1015,0,0,0,0,0,0,1,0,0,-19.98310652189977,106.6834751773021,17.780579196217015,37.5,-75.8,1
Dean,1989,7,31,6,14.8,-41.8,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
Dean,1989,7,31,12,15.0,-44.1,25,1009,0,0,0,0,0,0,1,0,0,-4.969740728110277,248.46689788651145,41.411149647751905,14.8,-41.8,0
Dean,1989,7,31,18,15.1,-46.0,30,1008,0,0,0,0,0,0,1,0,0,-3.0127875041833314,204.59712766307837,34.099521277179726,15.0,-44.1,0
Dean,1989,8,1,0,15.4,-47.6,30,1006,0,0,0,0,0,0,1,0,0,-10.61965527615515,175.05479868159233,29.17579978026539,15.1,-46.0,0
Dean,1989,8,1,6,15.8,-49.3,35,1004,0,0,0,0,0,0,0,1,0,-13.240519915187248,187.6110539661032,31.268508994350537,15.4,-47.6,0
Dean,1989,8,1,12,16.1,-51.1,40,1002,0,0,0,0,0,0,0,1,0,-9.462322208025617,195.5473755041479,32.59122925069132,15.8,-49.3,0
Dean,1989,8,1,18,16.4,-52.9,45,1000,0,0,0,0,0,0,0,1,0,-9.462322208025544,195.26249242328336,32.543748737213896,16.1,-51.1,0
Dean,1989,8,2,0,16.6,-54.6,50,998,0,0,0,0,0,0,0,1,0,-6.709836807757017,182.8429186183659,30.47381976972765,16.4,-52.9,0
Dean,1989,8,2,6,16.9,-56.4,60,996,0,0,0,0,0,0,0,1,0,-9.462322208025544,194.7762266349343,32.462704439155715,16.6,-54.6,0
Dean,1989,8,2,12,17.3,-58.1,65,994,0,0,1,0,0,0,0,0,0,-13.240519915187251,186.2654633894271,31.044243898237852,16.9,-56.4,0
Dean,1989,8,2,18,17.9,-59.5,70,992,0,0,1,0,0,0,0,0,0,-23.198590513648135,162.75932105096575,27.126553508494293,17.3,-58.1,0
Dean,1989,8,3,0,18.5,-60.7,70,990,0,0,1,0,0,0,0,0,0,-26.565051177077994,143.26284171102225,23.877140285170373,17.9,-59.5,0
Dean,1989,8,3,6,18.9,-61.7,70,987,0,0,1,0,0,0,0,0,0,-21.801409486351744,114.39447990613034,19.065746651021723,18.5,-60.7,0
Dean,1989,8,3,12,19.3,-62.7,75,985,0,0,1,0,0,0,0,0,0,-21.80140948635192,114.1644480316818,19.0274080052803,18.9,-61.7,0
Dean,1989,8,3,18,19.7,-63.4,75,985,0,0,1,0,0,0,0,0,0,-29.744881296942285,85.79126214361273,14.298543690602122,19.3,-62.7,0
Dean,1989,8,4,0,20.1,-63.8,75,986,0,0,1,0,0,0,0,0,0,-45.000000000000256,60.95232504771888,10.15872084128648,19.7,-63.4,0
Dean,1989,8,4,6,20.4,-63.9,75,986,0,0,1,0,0,0,0,0,0,-71.56505117707758,34.81686785209595,5.802811308682659,20.1,-63.8,0
Dean,1989,8,4,12,20.9,-63.9,75,985,0,0,1,0,0,0,0,0,0,90.0,55.35625780568425,9.226042967614042,20.4,-63.9,0
Dean,1989,8,4,18,21.6,-63.8,75,984,0,0,1,0,0,0,0,0,0,81.86989764584393,78.19614798434328,13.03269133072388,20.9,-63.9,0
Dean,1989,8,5,0,22.5,-63.8,75,983,0,0,1,0,0,0,0,0,0,90.0,99.6578683514424,16.6096447252404,21.6,-63.8,0
Dean,1989,8,5,6,23.5,-63.8,75,983,0,0,1,0,0,0,0,0,0,90.0,110.7440288068675,18.45733813447792,22.5,-63.8,0
Dean,1989,8,5,12,24.7,-63.9,75,980,0,0,1,0,0,0,0,0,0,-85.23635830927375,133.2999238391761,22.216653973196017,23.5,-63.8,0
